@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
153,'2019/09/19 11:01:49:135',2,-8547441,-8023408,-6777713,-6451069,-7632508,-8421771,-7172733,-5395806,-4736586,-4735812,-8943230,-6449516,-4740952,-3296845,-1847855,-3884868,-9012619,-10393504,-12497079,-13156557,-8352892,-8551297,-7959670,-7828339,-7631474,-8618628,-11316664,-8691369,-14672370,-14278892,-7630455,-8486791,-9408146,-8159618,-7765117,-7765116,-8159362,-11184817,-15658491,-12830154,-7302262,-6909297,-7699843,-10137786,-11125708,-9877438,-11517897,-14606828,-15592953,-11851483,-7170934,-6975092,-8885664,-8035755,-9088693,-6329233,-9482167,-14541035,-15133429,-10473165,-7433595,-7303290,-7041657,-7241094,-8097688,-6715257,-6514022,-6513244,-11588307,-10735568,-7761791,-7762560,-7434619,-7040116,-6251111,-5329492,-4341050,-1116938,-8821136,-11458011,-7891834,-7234929,-6774890,-6183007,-7893625,-5722194,-2958627,-1379596,-7298125,-10456712,-7496045,-6970213,-8023413,-13023685,-14013157,-10395047,-4668991,-9996169,-11509670,-12496568,?
154,'2019/09/19 11:01:49:170',2,-8547441,-7957615,-6646383,-6319738,-7500922,-8355978,-7041404,-5330013,-4736585,-4735812,-8943230,-6515309,-4806488,-3362638,-1913647,-4081990,-9209741,-10524834,-12562873,-13287887,-8418428,-8551297,-8025206,-7828339,-7697267,-8618373,-11316664,-8691624,-14672370,-14213356,-7630455,-8486791,-9408147,-8159617,-7699580,-7699580,-8159363,-11250353,-15658491,-12829897,-7302518,-6974834,-7700100,-10137786,-11125708,-9877438,-11517897,-14606828,-15592954,-11851739,-7170933,-7040628,-8951200,-8035756,-9088693,-6329233,-9482167,-14541035,-15198965,-10473165,-7433594,-7303290,-7041657,-7241349,-8097688,-6715257,-6514022,-6513244,-11588307,-10735568,-7761791,-7762560,-7500155,-7040116,-6316647,-5329492,-4341050,-1116938,-8886928,-11458011,-7891834,-7234929,-6774889,-6183007,-7893881,-5721937,-2958627,-1379596,-7298125,-10456968,-7496045,-6970213,-8088949,-13023685,-14013157,-10329255,-4603454,-9996425,-11509670,-12496569,?
155,'2019/09/19 11:01:49:203',2,-8547441,-7892080,-6580847,-6319483,-7435387,-8355978,-7041404,-5330013,-4736586,-4735813,-8943230,-6515309,-4806488,-3428174,-1913647,-4081990,-9144205,-10459297,-12497337,-13222094,-8418428,-8551297,-8025206,-7828339,-7697267,-8618629,-11316408,-8691625,-14672369,-14278636,-7630455,-8486792,-9473683,-8159617,-7699580,-7765116,-8159363,-11184818,-15658491,-12830153,-7302262,-6974578,-7700099,-10137787,-11125708,-9877438,-11517897,-14541292,-15592954,-11851739,-7170934,-7040629,-8885664,-8101292,-9088693,-6263697,-9416631,-14541035,-15133429,-10407629,-7433595,-7303290,-7041657,-7241094,-8097688,-6715257,-6514022,-6513244,-11522771,-10735568,-7761791,-7762561,-7434620,-7040116,-6251111,-5329492,-4341050,-1051402,-8821136,-11458011,-7891835,-7300465,-6774889,-6183007,-7893882,-5721937,-2958627,-1379596,-7232589,-10456711,-7496045,-6970213,-8088949,-13023685,-14013157,-10329254,-4603197,-9996425,-11509669,-12496568,?
156,'2019/09/19 11:01:49:235',2,-8547441,-7957615,-6712176,-6451069,-7632508,-8487308,-7172990,-5461599,-4802379,-4801605,-8943230,-6449517,-4806488,-3362382,-1848111,-3950661,-8947083,-10327967,-12365751,-13090764,-8352892,-8551297,-8025206,-7828339,-7631730,-8618629,-11316408,-8691625,-14672369,-14278636,-7630455,-8486791,-9408147,-8159618,-7699581,-7699580,-8159363,-11184817,-15658235,-12830154,-7302518,-6974578,-7700099,-10137787,-11125708,-9942975,-11517897,-14606828,-15592953,-11851739,-7170934,-7040629,-8885664,-8035756,-9088693,-6263696,-9416630,-14540779,-15133429,-10473165,-7433595,-7303290,-7041657,-7241094,-8097688,-6715257,-6514022,-6447707,-11522771,-10801104,-7761791,-7762561,-7434620,-7040116,-6251111,-5329492,-4341050,-1117194,-8821135,-11458011,-7891835,-7234929,-6774890,-6183007,-7893881,-5721681,-2958628,-1379596,-7232333,-10456711,-7495790,-6970213,-8088949,-12957893,-14013157,-10263461,-4537661,-9930632,-11444133,-12496569,?
157,'2019/09/19 11:01:49:269',2,-8547696,-8088944,-6909298,-6713985,-7895424,-8684686,-7435648,-5658978,-4868429,-4801863,-8943230,-6383981,-4675159,-3231053,-1782318,-3753539,-8683654,-10130332,-12234164,-12959178,-8418172,-8551297,-7959670,-7697266,-7500144,-8618372,-11316407,-8691625,-14672369,-14278892,-7630455,-8486792,-9408147,-8159618,-7699580,-7699324,-8159363,-11250353,-15658491,-12830154,-7302518,-6974578,-7700100,-10138043,-11125708,-9942975,-11517897,-14541292,-15592954,-11917275,-7170933,-7040628,-8885664,-8035500,-9022901,-6263440,-9416630,-14540779,-15133429,-10473165,-7433594,-7303290,-7041657,-7241094,-8097688,-6780793,-6448485,-6447451,-11522771,-10801104,-7761791,-7762560,-7434619,-7040116,-6251111,-5329492,-4341050,-1116938,-8821136,-11523547,-7891834,-7234673,-6774889,-6183008,-7828089,-5656144,-2958628,-1379596,-7232332,-10456711,-7495790,-6970213,-8023413,-12958148,-14013157,-10263460,-4471868,-9996168,-11509669,-12496568,?
158,'2019/09/19 11:01:49:303',2,-8547440,-8220016,-7171957,-7108485,-8289669,-8881808,-7698564,-5922150,-5000017,-4933193,-8943230,-6252651,-4544086,-3165260,-1716782,-3556417,-8289409,-9867416,-11971249,-12761798,-8352892,-8551297,-7959671,-7565681,-7303022,-8552835,-11316407,-8691624,-14672369,-14278636,-7630455,-8486792,-9408147,-8159618,-7699581,-7765116,-8159363,-11250610,-15658491,-12830153,-7302262,-6974578,-7765636,-10138043,-11125708,-9943231,-11517897,-14606572,-15592953,-11851738,-7170933,-7040629,-8885664,-8035499,-9022900,-6263440,-9416630,-14541035,-15133429,-10473165,-7433594,-7303290,-7041657,-7241094,-8097688,-6715257,-6448485,-6447451,-11588307,-10801104,-7761791,-7762561,-7434619,-7040115,-6316647,-5395028,-4341050,-1116938,-8821136,-11458011,-7957370,-7234929,-6774889,-6183007,-7827832,-5656144,-2958627,-1379596,-7232332,-10456711,-7496045,-6970213,-8023413,-12957892,-14078693,-10197668,-4406075,-9996168,-11509413,-12496568,?
159,'2019/09/19 11:01:49:335',2,-8547440,-8351345,-7566200,-7568522,-8683914,-9144724,-7896200,-6185323,-5197397,-4999243,-8943230,-6187115,-4346965,-3099466,-1716781,-3359296,-7894651,-9538708,-11773613,-12498626,-8418428,-8485504,-7894134,-7368816,-7105643,-8486785,-11250871,-8691369,-14672369,-14278892,-7630455,-8486792,-9473683,-8159617,-7699580,-7764860,-8159363,-11250610,-15658491,-12830153,-7302517,-6974578,-7765636,-10203579,-11125709,-9943232,-11583433,-14606828,-15592954,-11851739,-7170933,-7040628,-8885664,-8035499,-9022900,-6197904,-9416630,-14541034,-15133173,-10473165,-7433595,-7303290,-7041657,-7241350,-8097688,-6780793,-6514022,-6447451,-11522771,-10801104,-7761791,-7762560,-7434619,-6974579,-6251111,-5329492,-4341050,-1051402,-8821136,-11458267,-7891835,-7234929,-6774890,-6183007,-7762039,-5590607,-2958627,-1379596,-7232332,-10391174,-7495790,-6970213,-8023413,-12957892,-14013157,-10132131,-4406075,-9930632,-11443877,-12431033,?
160,'2019/09/19 11:01:49:368',2,-8612976,-8417138,-7829116,-7963024,-9012879,-9341845,-8159115,-6448495,-5394777,-5065037,-8943230,-6121579,-4084307,-3033673,-1716782,-3293759,-7500150,-9209999,-11510697,-12300990,-8418428,-8354432,-7828342,-7171950,-6777448,-8355455,-11250871,-8691368,-14672369,-14344172,-7630455,-8486791,-9408147,-8159618,-7699580,-7699324,-8159363,-11184818,-15658491,-12895690,-7302262,-6974578,-7700100,-10203579,-11125964,-9943231,-11518154,-14541292,-15592954,-11851483,-7170933,-7040629,-8885408,-8035499,-9022900,-6197903,-9416374,-14541035,-15198965,-10473165,-7433594,-7303290,-7041657,-7306885,-8097687,-6715257,-6448486,-6447451,-11522771,-10801105,-7761791,-7762560,-7434619,-7040116,-6316647,-5329492,-4341050,-1117194,-8821135,-11458012,-7891835,-7300209,-6774890,-6183007,-7696502,-5590351,-2958627,-1379339,-7232332,-10456454,-7496045,-6970213,-8023157,-12892100,-14078693,-10131874,-4405818,-9930632,-11509412,-12496312,?
161,'2019/09/19 11:01:49:402',2,-8547441,-8548210,-8157567,-8423061,-9407123,-9538968,-8422030,-6645875,-5526621,-5131087,-8943230,-6121322,-3952977,-2967880,-1716783,-3228223,-7105905,-8946827,-11247781,-12103610,-8352892,-8354432,-7762805,-6975342,-6580069,-8223869,-11250871,-8691368,-14606833,-14278892,-7630455,-8486792,-9408147,-8159617,-7699580,-7699324,-8159362,-11250354,-15658491,-12830154,-7302517,-6974578,-7765636,-10138043,-11125709,-9943232,-11583689,-14606572,-15592954,-11851483,-7170933,-7040628,-8885407,-8035499,-9022900,-6263439,-9416630,-14540778,-15133429,-10473165,-7433595,-7303289,-7041401,-7241349,-8163223,-6715257,-6448485,-6447451,-11522771,-10801104,-7761791,-7762560,-7434619,-7040115,-6316647,-5329492,-4341050,-1116938,-8755599,-11458011,-7891835,-7234929,-6774889,-6183007,-7696245,-5590351,-2958628,-1313803,-7232332,-10391174,-7496045,-6970213,-8023156,-12892099,-14078693,-10131874,-4340026,-9930632,-11443876,-12496312,?
162,'2019/09/19 11:01:49:435',2,-8547440,-8548211,-8354433,-8751513,-9670039,-9670554,-8619152,-6843253,-5658463,-5262673,-8943229,-6055785,-3887185,-2901830,-1782575,-3228224,-6908526,-8749448,-11050402,-11906231,-8352636,-8354432,-7631733,-6844013,-6317411,-8092539,-11250871,-8691368,-14606833,-14278892,-7695991,-8486792,-9408146,-8159362,-7699580,-7699324,-8159362,-11250609,-15658491,-12895690,-7302261,-6974578,-7765636,-10203580,-11125965,-9943232,-11583689,-14606572,-15592954,-11851483,-7170933,-7040628,-8885407,-8035243,-9022900,-6263440,-9416374,-14541035,-15133173,-10407629,-7433594,-7303290,-7041657,-7306630,-8097687,-6780793,-6448485,-6447451,-11522771,-10801104,-7761791,-7762560,-7499900,-7040116,-6251111,-5329492,-4341050,-1117194,-8821135,-11458011,-7957370,-7300209,-6774890,-6183007,-7630453,-5590351,-2958372,-1379339,-7232332,-10390918,-7496045,-6970213,-8023156,-12892099,-14078693,-10131617,-4274489,-9930632,-11443876,-12496312,?
163,'2019/09/19 11:01:49:468',2,-8547441,-8548210,-8551555,-8948893,-9801624,-9801883,-8684945,-6974583,-5790050,-5262931,-8943230,-5989993,-3821648,-2836037,-1848112,-3162689,-6711404,-8552326,-10918816,-11774901,-8352891,-8354432,-7566197,-6712941,-6186081,-7960954,-11250870,-8691368,-14606833,-14278892,-7630455,-8486791,-9408147,-8159618,-7699580,-7699324,-8159362,-11184817,-15658234,-12895690,-7302262,-6974578,-7765636,-10203580,-11125709,-9943232,-11583433,-14606828,-15592954,-11851482,-7170933,-7040628,-8885407,-8035499,-9022900,-6263696,-9416630,-14541035,-15133173,-10407629,-7433595,-7303290,-7041657,-7306630,-8097688,-6715257,-6448486,-6447451,-11588307,-10801104,-7761791,-7762560,-7434619,-7040116,-6251111,-5329492,-4341050,-1116938,-8821135,-11458011,-7891835,-7234929,-6774889,-6183007,-7564916,-5524815,-2958627,-1379595,-7232332,-10456454,-7495789,-6970213,-7957620,-12892099,-14078693,-10066081,-4274232,-9930632,-11443876,-12430776,?
164,'2019/09/19 11:01:49:503',2,-8547441,-8613747,-8682884,-9080479,-9867418,-9867419,-8750739,-7040376,-5855843,-5328467,-8877694,-5989993,-3821392,-2770501,-1848368,-3162689,-6645611,-8552069,-10853024,-11709108,-8352892,-8354432,-7500661,-6647405,-6054752,-7895161,-11250870,-8691368,-14606833,-14344429,-7630455,-8486791,-9408147,-8159618,-7699580,-7699580,-8159362,-11250353,-15658234,-12895691,-7302261,-6974578,-7700100,-10203579,-11125709,-9943231,-11517897,-14606828,-15592954,-11851483,-7170933,-7040628,-8885407,-8035499,-9088437,-6263697,-9416630,-14540779,-15133428,-10407629,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6448486,-6447451,-11588307,-10801104,-7761791,-7762560,-7434619,-6974579,-6251111,-5329492,-4341050,-1116938,-8821135,-11458011,-7891835,-7234929,-6774890,-6183007,-7564660,-5524559,-2958627,-1379339,-7232332,-10456454,-7496045,-6970213,-7957620,-12826563,-14078692,-10066081,-4274232,-9930631,-11443876,-12496312,?
165,'2019/09/19 11:01:49:536',2,-8612977,-8613747,-8682884,-9146013,-9867418,-9867419,-8750738,-7040376,-5790306,-5262930,-8943230,-6055529,-3756112,-2770501,-1848112,-3162689,-6645611,-8552325,-10853280,-11774901,-8418172,-8354432,-7500661,-6647405,-6054752,-7895161,-11250871,-8691369,-14606833,-14344429,-7630455,-8486791,-9408146,-8159617,-7699580,-7699324,-8159363,-11184817,-15658235,-12895947,-7302262,-6974578,-7700099,-10138043,-11125708,-9942975,-11517897,-14541292,-15592954,-11851482,-7170933,-7040628,-8885663,-8035500,-9088693,-6329233,-9416630,-14541034,-15133429,-10473165,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6448486,-6513243,-11588306,-10801104,-7761791,-7762560,-7434620,-7040116,-6251111,-5329492,-4341050,-1117194,-8755599,-11458011,-7891834,-7234673,-6774890,-6183007,-7499124,-5524558,-2958628,-1313803,-7232332,-10391174,-7495789,-6970213,-7957620,-12826307,-14078692,-10065825,-4208696,-9930631,-11443876,-12496312,?
166,'2019/09/19 11:01:49:570',2,-8547440,-8613747,-8617091,-8883356,-9735832,-9736090,-8684945,-6908791,-5724257,-5262674,-8877694,-6055529,-3821648,-2836037,-1848112,-3162688,-6776940,-8683655,-10984610,-11906231,-8418172,-8354432,-7566197,-6712941,-6186081,-7960954,-11250871,-8691368,-14606833,-14344428,-7630455,-8486536,-9408146,-8159361,-7699580,-7699324,-8159362,-11184817,-15658490,-12895691,-7302517,-6974578,-7699843,-10137787,-11125707,-9877438,-11517897,-14606572,-15658490,-11851482,-7170933,-6975093,-8885664,-8035756,-9088693,-6329489,-9416631,-14541035,-15198965,-10407629,-7433594,-7303290,-7041657,-7241094,-8097687,-6715257,-6514021,-6513244,-11588307,-10801104,-7761791,-7762561,-7434363,-7040116,-6316647,-5329492,-4341050,-1117194,-8821135,-11458011,-7891835,-7300209,-6774889,-6183007,-7499123,-5524558,-2958627,-1379339,-7232332,-10456711,-7496045,-6970213,-7957620,-12826307,-14078692,-10065825,-4208696,-9930376,-11443876,-12430775,?
167,'2019/09/19 11:01:49:602',2,-8547440,-8613747,-8354689,-8620184,-9538453,-9604761,-8553359,-6777204,-5592670,-5131088,-8943230,-6055785,-3887441,-2836295,-1782319,-3162431,-6974319,-8881034,-11181989,-12038073,-8418172,-8354432,-7631733,-6844013,-6383203,-8092284,-11250871,-8691368,-14606833,-14344429,-7630455,-8486791,-9408147,-8159361,-7699580,-7764860,-8159363,-11184817,-15658235,-12895947,-7302261,-6974578,-7699843,-10137786,-11060172,-9877182,-11517641,-14606572,-15592954,-11851483,-7170933,-7040628,-8951200,-8101292,-9088949,-6329490,-9416887,-14540778,-15198965,-10407629,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6514022,-6513244,-11588307,-10735569,-7761790,-7762560,-7434620,-7040116,-6316647,-5329492,-4341050,-1116938,-8821135,-11458012,-7891834,-7234929,-6774890,-6183007,-7499123,-5524558,-2958628,-1379595,-7232332,-10456711,-7495789,-6970213,-7957620,-12826563,-14078692,-10065825,-4208696,-9930632,-11443876,-12496312,?
168,'2019/09/19 11:01:49:636',2,-8547440,-8548210,-8157567,-8225683,-9210001,-9473175,-8356237,-6579825,-5395291,-5130830,-8877693,-6055785,-3952978,-2902344,-1716782,-3162430,-7237234,-9143949,-11379112,-12235196,-8352891,-8354432,-7762805,-6975342,-6580326,-8158334,-11250871,-8691368,-14606833,-14344429,-7630455,-8486791,-9473682,-8159617,-7699580,-7699324,-8159362,-11184816,-15658235,-12895947,-7302262,-6974578,-7699842,-10137786,-11059915,-9877181,-11517640,-14606828,-15658490,-11851483,-7170933,-7040628,-8885664,-8101293,-9154486,-6395282,-9416887,-14540779,-15198709,-10473165,-7433595,-7303289,-7041657,-7241093,-8097688,-6715257,-6514021,-6513244,-11588307,-10735568,-7761791,-7762560,-7499899,-7040116,-6251111,-5329492,-4341050,-1116938,-8755599,-11458011,-7891835,-7234929,-6774889,-6183007,-7498867,-5524558,-2958627,-1379596,-7232332,-10456711,-7496045,-6970213,-8023156,-12891843,-14078692,-10065825,-4274232,-9930631,-11443877,-12496312,?
169,'2019/09/19 11:01:49:669',2,-8547440,-8482418,-7894652,-7831438,-8881549,-9276053,-8093578,-6317166,-5263447,-4999499,-8943229,-6121578,-4149842,-2968137,-1650990,-3227966,-7565942,-9341329,-11576490,-12367039,-8352636,-8419968,-7828342,-7106414,-6777448,-8355455,-11250871,-8691368,-14606833,-14278893,-7630455,-8486792,-9408147,-8159362,-7699580,-7699324,-8159362,-11119281,-15658491,-12895691,-7302262,-6974578,-7699843,-10137529,-11059915,-9877181,-11517640,-14606828,-15592954,-11851483,-7170933,-7040628,-8951200,-8101549,-9154486,-6395282,-9482423,-14540779,-15198965,-10473165,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6448486,-6513244,-11588307,-10801104,-7761791,-7762561,-7434619,-7040116,-6251111,-5329492,-4341050,-1117194,-8821135,-11458011,-7891834,-7300209,-6774890,-6183007,-7498866,-5524558,-2958627,-1379596,-7232332,-10456711,-7495789,-6970213,-8023156,-12826563,-14078692,-10065824,-4274232,-9930632,-11443877,-12496312,?
170,'2019/09/19 11:01:49:702',2,-8547440,-8416882,-7631737,-7568523,-8618378,-9144723,-7961736,-6119786,-5197396,-4998986,-8943229,-6121579,-4281172,-3033930,-1650990,-3293503,-7829115,-9538708,-11773869,-12564162,-8352635,-8419968,-7894134,-7303279,-6974570,-8421249,-11250871,-8691368,-14672369,-14344428,-7630711,-8486792,-9408147,-8159362,-7699580,-7699580,-8159363,-11184560,-15658490,-12895691,-7302262,-6909042,-7634306,-10071993,-11059915,-9877181,-11517640,-14606828,-15592954,-11851483,-7170933,-7040629,-8951200,-8101549,-9154486,-6395283,-9416887,-14541034,-15198965,-10473165,-7433595,-7303289,-7041657,-7241093,-8097688,-6715257,-6514021,-6513244,-11588307,-10735568,-7761791,-7762560,-7499900,-6974580,-6316647,-5329492,-4341050,-1116938,-8821136,-11458011,-7957370,-7234929,-6774890,-6183007,-7498866,-5524558,-2958627,-1379596,-7232333,-10456967,-7496045,-6970213,-7957620,-12892099,-14078692,-10065825,-4274232,-9930632,-11443877,-12496568,?
171,'2019/09/19 11:01:49:735',2,-8547440,-8351345,-7369079,-7305607,-8421254,-9013138,-7764613,-5987944,-5065810,-4933449,-8943230,-6187115,-4412501,-3099467,-1650989,-3424831,-8092030,-9735830,-11905199,-12629956,-8352892,-8419968,-7894134,-7434352,-7171436,-8487042,-11316408,-8691368,-14672370,-14278636,-7630455,-8486791,-9408147,-8159361,-7699580,-7699580,-8159363,-11184816,-15658490,-12895690,-7302262,-6974578,-7634306,-10137529,-11059915,-9811645,-11517640,-14606828,-15592954,-11851482,-7170933,-7040628,-8951201,-8101549,-9154486,-6395283,-9416887,-14541035,-15198709,-10407629,-7433595,-7303290,-7041657,-7241093,-8097688,-6715257,-6514022,-6513244,-11588307,-10735568,-7761791,-7762560,-7434364,-7040115,-6251111,-5329492,-4341050,-1116938,-8821135,-11392475,-7891835,-7234929,-6774890,-6183007,-7433330,-5524558,-2958627,-1379596,-7232332,-10456967,-7495789,-6970213,-8023156,-12892099,-14013156,-10065825,-4208696,-9930632,-11443876,-12496568,?
172,'2019/09/19 11:01:49:768',2,-8547440,-8220273,-7237749,-7174021,-8289669,-8881809,-7698820,-5922151,-5000017,-4867656,-8943230,-6187115,-4478293,-3099723,-1716525,-3490624,-8223616,-9867160,-11970993,-12696005,-8352892,-8485504,-7959670,-7500145,-7302765,-8552579,-11250871,-8691368,-14672369,-14278892,-7695991,-8486536,-9408147,-8159361,-7699580,-7699324,-8159362,-11184816,-15658491,-12830155,-7302262,-6974578,-7699842,-10071993,-11059915,-9877181,-11452104,-14606828,-15592954,-11851483,-7170933,-7040628,-8951200,-8101549,-9154486,-6395026,-9416887,-14540779,-15198965,-10473165,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6514021,-6513244,-11588308,-10735568,-7761791,-7762560,-7434619,-6974579,-6316647,-5329492,-4341050,-1116938,-8821135,-11392475,-7891835,-7234929,-6774890,-6183007,-7433330,-5524558,-2958628,-1379596,-7232332,-10456711,-7495789,-6970213,-7957620,-12826307,-14078692,-10065825,-4208696,-9930631,-11443877,-12496312,?
173,'2019/09/19 11:01:49:802',2,-8547440,-8220017,-7171957,-7042693,-8224132,-8881808,-7633027,-5856358,-5000017,-4867656,-8943230,-6187115,-4478294,-3165259,-1716525,-3490625,-8289409,-9867416,-12036785,-12761541,-8352636,-8485505,-7959670,-7500145,-7303021,-8552579,-11316407,-8691368,-14606833,-14278636,-7630455,-8486536,-9408146,-8159617,-7699580,-7699580,-8159362,-11184817,-15658490,-12895690,-7302262,-6974578,-7699842,-10137529,-11059915,-9877181,-11452104,-14541292,-15592953,-11851483,-7170933,-7040628,-8951200,-8101549,-9154486,-6329490,-9416886,-14540779,-15133429,-10473165,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6514022,-6513244,-11588307,-10735568,-7761791,-7762560,-7499899,-6974580,-6251111,-5395028,-4341050,-1117194,-8821135,-11458011,-7891835,-7234673,-6774889,-6183007,-7433330,-5524558,-2958628,-1379596,-7232332,-10456711,-7495789,-6970213,-7957620,-12826307,-14078692,-10065825,-4208696,-9930375,-11443876,-12496312,?
174,'2019/09/19 11:01:49:836',2,-8547440,-8220273,-7171957,-7108484,-8224132,-8881808,-7633028,-5856615,-5000017,-4867656,-8877694,-6187115,-4478294,-3165259,-1716525,-3490625,-8289153,-9867416,-11970993,-12696005,-8352636,-8485505,-7959670,-7500144,-7302765,-8487043,-11250871,-8691368,-14672369,-14278892,-7630455,-8486792,-9408147,-8159362,-7699580,-7699324,-8159362,-11184817,-15658491,-12830154,-7302262,-6974578,-7699843,-10071994,-11059915,-9877182,-11452104,-14541292,-15592954,-11851483,-7170933,-7040628,-8951200,-8101293,-9154230,-6329489,-9416630,-14475499,-15198965,-10407629,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6514022,-6513244,-11588307,-10735568,-7761791,-7762560,-7434364,-6974580,-6251111,-5329236,-4341050,-1116938,-8821136,-11392475,-7891835,-7234929,-6840425,-6183007,-7433074,-5459022,-2958371,-1379595,-7232332,-10456711,-7496045,-6970213,-7957364,-12826307,-14078692,-10000289,-4208695,-9930376,-11443877,-12430776,?
175,'2019/09/19 11:01:49:868',2,-8547440,-8220273,-7237749,-7174278,-8355462,-8947601,-7698820,-5922408,-5000274,-4933193,-8943230,-6187115,-4412757,-3099467,-1716525,-3490624,-8157823,-9801623,-11905199,-12630212,-8352891,-8485505,-7959670,-7500144,-7237229,-8487043,-11250871,-8691368,-14672369,-14278892,-7630455,-8486791,-9473682,-8159361,-7699580,-7699324,-8159362,-11184817,-15658491,-12895690,-7302262,-6974578,-7699843,-10137785,-11059915,-9877182,-11517640,-14606828,-15592954,-11851483,-7170933,-7040629,-8951200,-8101292,-9154229,-6329489,-9416630,-14475499,-15198965,-10407629,-7433594,-7303290,-7041657,-7241093,-8097688,-6715257,-6448486,-6513244,-11588307,-10735569,-7761791,-7762560,-7434619,-6974580,-6251111,-5329492,-4341050,-1116938,-8821136,-11458010,-7891834,-7300209,-6774890,-6183007,-7433074,-5459021,-2958627,-1379595,-7232332,-10456711,-7496045,-6970213,-7957363,-12891843,-14078692,-10000289,-4208439,-9930376,-11443877,-12430776,?
