@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
3655,'2019/09/19 12:29:48:370',35,-4535602,-4601909,-5459021,-7765384,-7370884,-7567235,-8555680,-10003906,-11515865,-11909853,-4536374,-4537146,-7503493,-9215661,-10401998,-10795471,-9410471,-8027015,-8815504,-13749982,-4603196,-4472895,-4539460,-4803402,-5198932,-5857121,-6382952,-7237752,-14277611,-16316416,-4670275,-4605510,-4540999,-4804943,-5266522,-5792354,-6384235,-8884890,-15528703,-15659258,-4933962,-4737867,-5594976,-8233647,-10075590,-8959678,-10204866,-8957115,-13691126,-14874368,-5394771,-5198675,-6911353,-11783650,-12704747,-11325404,-11585493,-10731729,-12706287,-13104126,-5920602,-5724506,-5659740,-6910838,-7832713,-7108987,-7174523,-8820126,-13561853,-13760000,-6446177,-6315618,-6316132,-6382694,-6580587,-6975602,-7765378,-8554128,-11257044,-14349568,-7102824,-7037800,-7104364,-7170928,-7368565,-7763325,-8552842,-9013138,-9670301,-11380408,-7628399,-7694704,-7826548,-7958391,-8221821,-8551300,-9143183,-9537942,-10063776,-10721196,0.173637
3656,'2019/09/19 12:29:48:405',35,-4535602,-4601653,-5327434,-7699334,-7304833,-7435905,-8424093,-9938112,-11450328,-11975646,-4536119,-4471609,-7569542,-9281454,-10468047,-10795728,-9541801,-8092809,-8815504,-13684446,-4537660,-4472895,-4473923,-4803402,-5198933,-5922914,-6382952,-7172215,-14277611,-16316416,-4670274,-4605510,-4541000,-4804943,-5266266,-5792354,-6384235,-8819354,-15528703,-15659258,-4868426,-4737867,-5594977,-8233647,-10075590,-8959422,-10204866,-8956858,-13691126,-14874368,-5394515,-5198418,-6911352,-11783650,-12704747,-11325404,-11585492,-10731729,-12706286,-13104126,-5920602,-5724250,-5659484,-6910837,-7832712,-7043450,-7174523,-8820126,-13561853,-13694464,-6446177,-6315361,-6250595,-6382694,-6580586,-6975602,-7765122,-8554127,-11257044,-14349568,-7037288,-6972265,-7038572,-7170672,-7368565,-7763324,-8487051,-9012882,-9670043,-11380407,-7628398,-7694705,-7826547,-7892855,-8156284,-8551300,-9143182,-9537943,-10063776,-10655659,0.173637
3657,'2019/09/19 12:29:48:437',35,-4535601,-4601653,-5261385,-7567747,-7173245,-7369854,-8292506,-9872063,-11450328,-11975646,-4470582,-4471609,-7569543,-9347506,-10533840,-10795727,-9607851,-8224138,-8815504,-13684189,-4537404,-4472895,-4474179,-4737866,-5199189,-5923171,-6382952,-7172214,-14212074,-16250880,-4670018,-4605509,-4540743,-4804942,-5266265,-5726818,-6384235,-8819097,-15463167,-15659258,-4868170,-4672331,-5594976,-8168111,-10075590,-8893885,-10139329,-8891321,-13691126,-14874368,-5394514,-5132883,-6845816,-11718115,-12704747,-11325405,-11585492,-10731729,-12640494,-13104126,-5920346,-5724250,-5593948,-6910838,-7832712,-7043450,-7174522,-8820125,-13561852,-13694464,-6446177,-6315361,-6250595,-6317158,-6515050,-6975602,-7699585,-8488590,-11257043,-14349568,-7037287,-6972265,-7038572,-7170671,-7368564,-7763325,-8487050,-9012882,-9604507,-11380408,-7628399,-7694448,-7761011,-7892855,-8156284,-8551044,-9077389,-9537686,-10063776,-10655660,0.173637
3658,'2019/09/19 12:29:48:470',35,-4535345,-4536116,-5195591,-7436161,-7041402,-7303804,-8226457,-9740732,-11384793,-11975903,-4470582,-4471353,-7569800,-9479091,-10533841,-10795728,-9673901,-8224396,-8881298,-13618653,-4537403,-4407358,-4539716,-4737866,-5264983,-5988965,-6382695,-7171958,-14212074,-16250880,-4604482,-4539973,-4540743,-4804942,-5266266,-5726562,-6318699,-8819097,-15463167,-15659258,-4868170,-4672330,-5594976,-8167854,-10009798,-8893885,-10073538,-8891322,-13625590,-14874368,-5328979,-5132882,-6845560,-11718115,-12639210,-11325404,-11585493,-10731729,-12640494,-13104126,-5920346,-5658714,-5593947,-6910838,-7832712,-7043450,-7108730,-8819869,-13561852,-13694464,-6445920,-6315361,-6250595,-6317158,-6515050,-6910066,-7699585,-8488335,-11191507,-14284032,-7037288,-6972264,-7038572,-7170672,-7368308,-7697788,-8487050,-9012882,-9604507,-11314871,-7562862,-7628912,-7760755,-7892855,-8156028,-8551044,-9077390,-9537686,-10063776,-10655659,0.173637
3659,'2019/09/19 12:29:48:503',35,-4535345,-4536116,-5129541,-7304317,-6909815,-7172218,-8094871,-9674684,-11384535,-11975903,-4470582,-4471352,-7569800,-9545142,-10599633,-10729935,-9739696,-8290189,-8881298,-13618653,-4471867,-4407102,-4539972,-4737610,-5330776,-6054758,-6317159,-7106423,-14212074,-16250880,-4604482,-4539972,-4475207,-4739150,-5200729,-5726561,-6318443,-8819096,-15463167,-15659258,-4802633,-4672074,-5529439,-8102317,-10009797,-8828092,-10073537,-8891321,-13625590,-14874368,-5394514,-5132882,-6845560,-11718114,-12638954,-11325404,-11585492,-10731729,-12640494,-13104126,-5920345,-5658713,-5593947,-6910837,-7832712,-7043194,-7108730,-8754333,-13561852,-13694464,-6445919,-6315361,-6250595,-6317157,-6515050,-6910065,-7699585,-8488335,-11191507,-14284032,-7037031,-6972264,-7038571,-7170671,-7302772,-7697787,-8487050,-8947346,-9604507,-11380407,-7562606,-7628912,-7760755,-7892855,-8156027,-8551043,-9077390,-9537686,-10063776,-10655402,0.173637
3660,'2019/09/19 12:29:48:536',35,-4469809,-4536116,-5063490,-7172730,-6777973,-7106424,-8029077,-9608890,-11319000,-12041696,-4470582,-4471352,-7570056,-9676728,-10599634,-10729935,-9805488,-8355982,-8881555,-13618654,-4471867,-4407102,-4540229,-4737610,-5331033,-6120551,-6317159,-7106422,-14212074,-16316416,-4604482,-4539716,-4475207,-4739150,-5200729,-5726561,-6318443,-8753560,-15463167,-15659258,-4868169,-4672074,-5529183,-8102061,-10009797,-8828092,-10073537,-8825785,-13625590,-14874368,-5328978,-5132882,-6845560,-11717858,-12638954,-11259868,-11585492,-10665936,-12640494,-13104126,-5854809,-5658713,-5593947,-6910838,-7832712,-7043194,-7108730,-8754333,-13496060,-13694464,-6380384,-6249824,-6250595,-6317157,-6515050,-6910065,-7699585,-8488335,-11191508,-14284032,-7037031,-6972008,-7038571,-7170671,-7302772,-7697531,-8421514,-8947346,-9604508,-11314871,-7562606,-7628911,-7760755,-7892599,-8090491,-8485507,-9077389,-9537686,-10063775,-10655403,0.173637
3661,'2019/09/19 12:29:48:570',35,-4469808,-4536116,-4997698,-7040887,-6712178,-7040375,-7963283,-9608888,-11318999,-12041697,-4470325,-4405816,-7570057,-9742777,-10599633,-10664399,-9871538,-8356239,-8947091,-13618653,-4471867,-4407102,-4605766,-4672330,-5462619,-6186344,-6317159,-7106422,-14212074,-16250880,-4604225,-4539716,-4475207,-4739150,-5200473,-5726561,-6318442,-8753560,-15463167,-15659258,-4802633,-4672074,-5529183,-8102060,-10009797,-8828092,-10073280,-8825785,-13625590,-14874368,-5328978,-5132882,-6845560,-11652322,-12638954,-11325405,-11585493,-10731472,-12640494,-13104126,-5854809,-5658713,-5593947,-6910838,-7832712,-7043194,-7108730,-8754333,-13496316,-13694464,-6380384,-6249824,-6250595,-6317157,-6515050,-6910065,-7699329,-8488334,-11191507,-14284032,-7037031,-6972007,-7038571,-7105135,-7302771,-7697531,-8421514,-8947345,-9604251,-11314871,-7562606,-7628911,-7760755,-7892598,-8090491,-8485508,-9077390,-9537685,-9997983,-10655402,0.173637
3662,'2019/09/19 12:29:48:603',35,-4469809,-4535860,-4932161,-6974837,-6646385,-7040373,-7897491,-9543097,-11318999,-12041697,-4470581,-4405816,-7570057,-9808571,-10599634,-10664399,-9871539,-8422032,-8947348,-13684190,-4471611,-4407102,-4671559,-4737866,-5462876,-6186601,-6317159,-7106422,-14212074,-16250880,-4604481,-4539716,-4475207,-4739150,-5200472,-5726561,-6318442,-8753304,-15463167,-15659258,-4802633,-4606538,-5529183,-8036524,-10009796,-8828092,-10007744,-8825529,-13625590,-14874368,-5328978,-5132882,-6845560,-11652321,-12638954,-11325404,-11519957,-10665936,-12640494,-13104126,-5854809,-5658457,-5593947,-6910838,-7832713,-7043194,-7108730,-8754333,-13561597,-13694464,-6380384,-6249825,-6250594,-6316901,-6514794,-6909810,-7699329,-8488335,-11191508,-14284032,-7037031,-6972008,-7038571,-7105135,-7302771,-7697532,-8421513,-8947345,-9604507,-11314615,-7562606,-7628912,-7760754,-7892597,-8090491,-8485508,-9011853,-9537686,-10063519,-10589867,0.173637
3663,'2019/09/19 12:29:48:635',35,-4469808,-4535860,-4931905,-6909301,-6646129,-6974581,-7897490,-9543097,-11253462,-12041697,-4470325,-4405816,-7570058,-9874364,-10599634,-10664399,-9871539,-8422032,-8947348,-13684189,-4471611,-4407102,-4671559,-4737866,-5462876,-6252138,-6317159,-7106422,-14212074,-16250880,-4604481,-4539716,-4475207,-4739150,-5200473,-5726561,-6318442,-8753304,-15463167,-15659258,-4802633,-4672074,-5529182,-8036524,-10009796,-8827835,-10007744,-8825784,-13625589,-14874368,-5328722,-5067346,-6845560,-11652322,-12638953,-11325404,-11585493,-10665936,-12640494,-13104126,-5854809,-5658714,-5593947,-6910838,-7898249,-7043194,-7108730,-8754333,-13496060,-13694464,-6380384,-6315360,-6250595,-6316901,-6514793,-6909809,-7699329,-8488334,-11191251,-14284032,-7037031,-6972008,-7038571,-7105135,-7302771,-7697531,-8421258,-8947346,-9604507,-11314615,-7562606,-7628911,-7760755,-7827062,-8090491,-8485508,-9011854,-9472149,-9997983,-10655402,0.173637
3664,'2019/09/19 12:29:48:669',35,-4469809,-4535860,-4931905,-6909300,-6646129,-6974581,-7897490,-9543096,-11318997,-12041697,-4470325,-4405816,-7635594,-9808828,-10599633,-10664399,-9871538,-8421776,-8947092,-13618654,-4471867,-4407102,-4671559,-4737866,-5462876,-6252138,-6317159,-7106422,-14212074,-16250880,-4604225,-4539716,-4475206,-4739150,-5200473,-5726561,-6318442,-8753560,-15463167,-15659258,-4802633,-4606538,-5529182,-8036268,-9944260,-8827835,-10007744,-8825529,-13625590,-14874112,-5328722,-5067345,-6845560,-11652322,-12638954,-11325404,-11585493,-10665936,-12640494,-13104126,-5854809,-5658457,-5593947,-6910838,-7832713,-7043194,-7108730,-8754332,-13496316,-13694464,-6380384,-6249825,-6250594,-6316901,-6514794,-6909809,-7699328,-8488334,-11191251,-14284032,-7037031,-6972008,-6973035,-7104879,-7302772,-7697531,-8421513,-8947345,-9538971,-11314615,-7562606,-7628912,-7760755,-7892599,-8156027,-8485507,-9011853,-9472149,-9997983,-10655402,0.173637
3665,'2019/09/19 12:29:48:703',35,-4469809,-4535860,-4932161,-6975093,-6646385,-6974838,-7963026,-9608889,-11318998,-12041697,-4470326,-4405816,-7635594,-9808571,-10599634,-10664398,-9805745,-8356239,-8947091,-13618653,-4471611,-4407102,-4606023,-4737866,-5462620,-6186345,-6317159,-7106421,-14211818,-16250880,-4604481,-4539716,-4475207,-4739150,-5200472,-5661025,-6318442,-8753304,-15463167,-15659258,-4802633,-4672074,-5463646,-8036267,-9944260,-8827835,-10007744,-8825785,-13625590,-14874368,-5328722,-5067346,-6845560,-11652321,-12573418,-11259868,-11585493,-10666192,-12640494,-13104126,-5854809,-5658713,-5593947,-6910838,-7898505,-7043194,-7108729,-8754332,-13496316,-13694464,-6380384,-6315361,-6250595,-6316902,-6514794,-6909809,-7699329,-8488334,-11191507,-14284032,-6971495,-6972008,-7038571,-7105135,-7302772,-7697531,-8421257,-8947090,-9604251,-11380407,-7562607,-7628912,-7760754,-7827062,-8090491,-8485507,-9011853,-9537686,-9997983,-10655403,0.173637
3666,'2019/09/19 12:29:48:737',35,-4469808,-4535860,-4997698,-7040887,-6712179,-7040631,-7963541,-9674682,-11318999,-11975904,-4470325,-4405816,-7635593,-9742778,-10599634,-10729935,-9805488,-8290445,-8881298,-13618653,-4471611,-4407102,-4606023,-4737866,-5396827,-6120552,-6317159,-7106422,-14211818,-16250880,-4604482,-4539716,-4475207,-4739150,-5200472,-5726561,-6318443,-8753303,-15463167,-15659258,-4802633,-4672074,-5463646,-8036268,-9944003,-8762299,-10007744,-8825784,-13625590,-14874112,-5328722,-5132626,-6845560,-11652321,-12573418,-11325404,-11585494,-10666193,-12640494,-13104126,-5854809,-5658714,-5593947,-6911095,-7898506,-7043450,-7108730,-8754332,-13496316,-13694464,-6380384,-6249825,-6250595,-6316901,-6514794,-6909809,-7699329,-8488334,-11191508,-14284032,-7037032,-6972008,-7038571,-7105135,-7302772,-7697531,-8421514,-8947089,-9604507,-11380407,-7562605,-7628911,-7760755,-7827062,-8090492,-8550788,-9077390,-9537685,-9997983,-10589867,0.173637
3667,'2019/09/19 12:29:48:770',35,-4469808,-4536116,-5063747,-7172730,-6843766,-7172218,-8095128,-9740475,-11384536,-11975646,-4470325,-4405816,-7635593,-9610935,-10599377,-10729935,-9673901,-8224395,-8815505,-13618653,-4471611,-4407102,-4539973,-4737610,-5331033,-6054758,-6317159,-7106422,-14211818,-16250880,-4604225,-4539716,-4475207,-4739150,-5200472,-5661025,-6318442,-8753304,-15463167,-15659258,-4802633,-4672074,-5463646,-7970731,-9944004,-8762299,-10007487,-8825529,-13625590,-14874112,-5328722,-5132882,-6845560,-11652322,-12573417,-11325404,-11585494,-10666193,-12640494,-13104126,-5854809,-5658714,-5593947,-6911094,-7898505,-7043450,-7108730,-8754333,-13496317,-13694464,-6380384,-6249825,-6250594,-6317157,-6514794,-6909809,-7699329,-8488334,-11191508,-14284032,-7037032,-6972007,-7038571,-7105135,-7302771,-7697531,-8421514,-8947089,-9604508,-11380407,-7562606,-7628912,-7760755,-7827062,-8090492,-8485508,-9077390,-9472149,-9997983,-10655403,0.173637
3668,'2019/09/19 12:29:48:803',35,-4469809,-4536116,-5129798,-7370368,-7041402,-7238269,-8292507,-9872062,-11384792,-11909853,-4470326,-4405816,-7569800,-9413555,-10533840,-10729935,-9476265,-8092808,-8749711,-13618397,-4471867,-4407102,-4539716,-4737609,-5199190,-5922915,-6317159,-7106422,-14211817,-16250880,-4604482,-4539717,-4475207,-4739150,-5200472,-5661025,-6318442,-8753303,-15463167,-15659258,-4802633,-4672074,-5463390,-7970731,-9944004,-8762299,-9941950,-8825528,-13691126,-14874368,-5328722,-5067346,-6845560,-11652322,-12573418,-11259868,-11585493,-10731728,-12640494,-13104126,-5854809,-5658714,-5593947,-6911095,-7898506,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6249824,-6250595,-6317157,-6515050,-6909809,-7699585,-8488334,-11257300,-14284032,-7037031,-6972008,-7038571,-7170671,-7302772,-7697531,-8487050,-8947345,-9604508,-11380407,-7562606,-7628912,-7760755,-7827062,-8090492,-8485508,-9077389,-9537685,-9997983,-10655402,0.173637
3669,'2019/09/19 12:29:48:837',35,-4469809,-4536116,-5327178,-7633541,-7304833,-7435906,-8490144,-10003906,-11450072,-11843803,-4470325,-4405817,-7504006,-9215917,-10402253,-10729935,-9278629,-7895428,-8683661,-13618397,-4471611,-4407102,-4473922,-4737609,-5133140,-5791328,-6317159,-7106421,-14211818,-16250880,-4604481,-4539717,-4475207,-4739150,-5200472,-5726561,-6318442,-8753303,-15463167,-15659258,-4868169,-4672074,-5463390,-8036267,-9944003,-8762299,-9941951,-8825529,-13691126,-14874112,-5328722,-5132882,-6845560,-11652321,-12573417,-11259869,-11585749,-10731728,-12640494,-13038590,-5854809,-5658713,-5593947,-6911094,-7898506,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315360,-6250595,-6317157,-6514794,-6910065,-7699585,-8488334,-11257043,-14284032,-7037031,-6972008,-7038572,-7105135,-7302771,-7697531,-8421514,-8947346,-9604507,-11380407,-7562606,-7628912,-7760755,-7892598,-8090492,-8551044,-9077390,-9472150,-9998240,-10589867,0.173637
3670,'2019/09/19 12:29:48:870',35,-4469809,-4536116,-5525071,-7897227,-7568263,-7633542,-8753061,-10135493,-11384533,-11778009,-4470325,-4405816,-7437699,-9018024,-10138825,-10663885,-9080992,-7698049,-8617868,-13618396,-4471867,-4407102,-4408130,-4737609,-5133139,-5725278,-6317159,-7106422,-14211817,-16250880,-4604481,-4539717,-4475207,-4739150,-5200472,-5726561,-6318442,-8753304,-15463167,-15659258,-4802633,-4672074,-5463390,-7970731,-9944004,-8762299,-9941951,-8825529,-13691126,-14874112,-5328722,-5132882,-6845559,-11652321,-12573161,-11259868,-11585493,-10731728,-12640494,-13104126,-5854809,-5658713,-5593947,-6976630,-7898506,-7108986,-7108730,-8754333,-13496316,-13694464,-6380383,-6249825,-6250595,-6317158,-6515050,-6909809,-7699585,-8488334,-11257043,-14284032,-7037031,-6972008,-7038572,-7105135,-7302772,-7697532,-8487049,-8947346,-9604507,-11380407,-7562606,-7628912,-7760755,-7827318,-8090491,-8485507,-9011853,-9472150,-10063519,-10655402,0.173637
3671,'2019/09/19 12:29:48:903',35,-4469808,-4536116,-5657171,-8160658,-7831693,-7831180,-8885161,-10332614,-11384276,-11712215,-4470325,-4405817,-7240320,-8754596,-9941189,-10532042,-8883611,-7566206,-8617868,-13684189,-4537147,-4407102,-4408130,-4737609,-5133139,-5725277,-6317159,-7106422,-14211818,-16250880,-4604481,-4539717,-4475207,-4739150,-5200472,-5726561,-6318442,-8753303,-15463167,-15659258,-4868169,-4672075,-5463390,-7970731,-9944003,-8762299,-9941950,-8825528,-13691126,-14874112,-5328978,-5132882,-6845560,-11652321,-12573162,-11259868,-11585494,-10731729,-12640494,-13104126,-5854809,-5658714,-5593947,-6911095,-7898506,-7108987,-7108730,-8754333,-13496316,-13694464,-6445920,-6249825,-6250595,-6317158,-6515050,-6910065,-7699585,-8488335,-11257300,-14284032,-7037031,-6972008,-7038571,-7170671,-7302772,-7697532,-8421513,-8947346,-9604507,-11380407,-7562606,-7628912,-7760754,-7827318,-8090491,-8485507,-9077389,-9537686,-9998239,-10655402,0.173637
3672,'2019/09/19 12:29:48:936',35,-4469809,-4536116,-5854552,-8358552,-7963794,-7963023,-9017005,-10398408,-11384020,-11646422,-4470326,-4405817,-7174013,-8556959,-9809345,-10400198,-8686232,-7434619,-8617867,-13684189,-4537403,-4407102,-4473666,-4737609,-5133139,-5725021,-6317159,-7106422,-14211818,-16250880,-4604481,-4539716,-4475207,-4739150,-5200472,-5726561,-6318442,-8753303,-15463167,-15659258,-4868169,-4672074,-5463390,-7970731,-9944004,-8762299,-9941951,-8825785,-13691126,-14874368,-5328978,-5132882,-6845560,-11652321,-12573162,-11259868,-11585493,-10731729,-12640494,-13038590,-5854809,-5658714,-5593947,-6911094,-7898506,-7108986,-7108730,-8754333,-13496316,-13628928,-6380384,-6249825,-6250595,-6317158,-6515050,-6909810,-7699585,-8488335,-11257044,-14284032,-7037031,-6972264,-7038571,-7105136,-7302772,-7697532,-8421514,-9012881,-9604507,-11380408,-7562606,-7628912,-7760755,-7892855,-8090492,-8485507,-9011854,-9472150,-10063520,-10655402,0.173637
3673,'2019/09/19 12:29:48:968',35,-4469809,-4536116,-5920602,-8490138,-8095380,-8028816,-9082798,-10464201,-11318484,-11646165,-4470325,-4471352,-7108220,-8425372,-9743295,-10334404,-8620182,-7434362,-8683405,-13684190,-4471867,-4407102,-4408130,-4737609,-5133139,-5725021,-6317159,-7106422,-14211818,-16250880,-4604481,-4539716,-4475207,-4739150,-5200472,-5726561,-6318442,-8753303,-15463167,-15659258,-4868169,-4672074,-5463646,-7970731,-9944003,-8762042,-9941951,-8825528,-13625590,-14874112,-5328979,-5132882,-6845560,-11652322,-12573161,-11259868,-11519957,-10731729,-12640494,-13038590,-5854809,-5658714,-5593947,-6911095,-7898505,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6909809,-7699585,-8488335,-11257044,-14284032,-7037031,-6972008,-7038572,-7170671,-7302772,-7697532,-8421514,-8947345,-9538972,-11380408,-7562606,-7628912,-7760755,-7892855,-8156028,-8485507,-9011853,-9472149,-10063776,-10655402,0.173637
3674,'2019/09/19 12:29:49:002',35,-4469808,-4536116,-5920858,-8490138,-8095379,-8094352,-9148334,-10398665,-11318227,-11646166,-4470326,-4471353,-7108219,-8425373,-9743294,-10334404,-8620438,-7434362,-8683659,-13749983,-4471867,-4472638,-4408130,-4737609,-5133139,-5725021,-6317159,-7106422,-14211818,-16250880,-4604482,-4539717,-4475207,-4739150,-5200473,-5726561,-6318698,-8753304,-15463167,-15659258,-4868169,-4672074,-5463390,-7970731,-9944003,-8762298,-10007487,-8825785,-13691126,-14874112,-5328978,-5132882,-6845560,-11652322,-12573418,-11259868,-11585493,-10731729,-12640494,-13104126,-5920346,-5658713,-5593947,-6911095,-7898506,-7043451,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6910065,-7699585,-8488335,-11191507,-14349568,-7037031,-6972264,-7038571,-7170671,-7302772,-7697788,-8487049,-8947346,-9604507,-11380407,-7628141,-7628912,-7760755,-7892854,-8156028,-8551043,-9077389,-9537686,-10063775,-10655402,0.173637
3675,'2019/09/19 12:29:49:037',35,-4469809,-4536116,-5920601,-8424088,-8029330,-8028559,-9082541,-10398665,-11318484,-11646422,-4470326,-4471353,-7174013,-8491422,-9743808,-10400197,-8686231,-7434619,-8683660,-13749983,-4471867,-4407102,-4473666,-4737609,-5133139,-5725277,-6317159,-7106422,-14212074,-16250880,-4604482,-4539972,-4475207,-4739150,-5200472,-5726561,-6318698,-8753560,-15463167,-15593722,-4868169,-4672074,-5463646,-7970731,-9944003,-8762299,-10007487,-8825529,-13625590,-14808576,-5328979,-5132882,-6845560,-11652321,-12573162,-11259868,-11519957,-10731729,-12640751,-13038590,-5854810,-5724249,-5593947,-6976630,-7898506,-7043451,-7108730,-8754333,-13496316,-13694464,-6380384,-6249825,-6250595,-6317158,-6515050,-6910066,-7699585,-8488335,-11191508,-14284032,-7037032,-6972264,-7038571,-7170672,-7302772,-7697787,-8421514,-8947345,-9604508,-11314871,-7562606,-7628912,-7760755,-7892854,-8156028,-8551042,-9077389,-9537686,-10063776,-10655402,0.173637
3676,'2019/09/19 12:29:49:068',35,-4469808,-4536116,-5788759,-8292245,-7897743,-7896973,-8950955,-10332871,-11384277,-11712216,-4470582,-4471353,-7240063,-8688545,-9875394,-10466249,-8817562,-7565948,-8683661,-13750239,-4471867,-4407102,-4408130,-4737609,-5133139,-5725277,-6317159,-7171958,-14212074,-16250880,-4604482,-4539716,-4475207,-4739150,-5200473,-5726561,-6318699,-8819097,-15463167,-15659258,-4868170,-4672074,-5463646,-7970731,-9944004,-8762298,-10007744,-8825529,-13625590,-14808576,-5328978,-5132882,-6845560,-11652321,-12573418,-11259868,-11519956,-10731473,-12640750,-13038590,-5920345,-5658713,-5593947,-6911094,-7898505,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315361,-6250595,-6317158,-6515050,-6910065,-7699585,-8488590,-11257044,-14284032,-7037031,-6972008,-7038572,-7170671,-7302772,-7697788,-8421514,-9012882,-9604507,-11314615,-7562606,-7628912,-7760756,-7892854,-8156028,-8551044,-9077389,-9472150,-10063775,-10655402,0.173637
3677,'2019/09/19 12:29:49:102',35,-4469808,-4536116,-5657172,-8094864,-7765900,-7765386,-8819367,-10267078,-11384278,-11777752,-4470581,-4471352,-7306113,-8820644,-10006982,-10597834,-8949404,-7631999,-8683661,-13749983,-4471867,-4472638,-4473666,-4737609,-5133139,-5725277,-6317159,-7171958,-14277611,-16250880,-4604481,-4539973,-4475207,-4739150,-5200729,-5726562,-6384235,-8819097,-15463167,-15659258,-4868169,-4672074,-5529183,-8036268,-9944004,-8827835,-10007743,-8825528,-13625590,-14808832,-5328978,-5132882,-6845560,-11652322,-12573417,-11259868,-11519956,-10665936,-12640494,-13038590,-5854809,-5658713,-5593947,-6911094,-7898505,-7043450,-7108730,-8754333,-13496316,-13694464,-6380384,-6315360,-6250595,-6317158,-6515050,-6910065,-7699585,-8488335,-11191508,-14284032,-7037031,-6972264,-7038571,-7170672,-7302772,-7697788,-8487050,-8947345,-9604507,-11314615,-7562606,-7694448,-7760755,-7892855,-8090492,-8551044,-9077390,-9472149,-9998239,-10590123,0.173637
